"","zip","X1br_rent","X2br_rent","X3br_rent","studio_rent","all_rent","X1br_availability","X2br_availability","X3br_availability","studio_availability","population","population_density","median_household_income","mean_household_income","land_area","water_area","white","black","asian","hispanic","male_population","median_age","missing_X1br_rent","missing_X2br_rent","missing_X3br_rent","missing_studio_rent","missing_all_rent","missing_median_household_income","missing_mean_household_income","missing_black","missing_asian"
"217",94971,1192.84193448334,2055.47058607616,3034.08144697754,1170.79523733925,1785.64391417399,0,2,0,0,337.000000000004,23.6000000000004,54348,89439,12.38,1.92,93.5,0.6,1.5,8,46.3,49.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"218",94972,3005.36016128559,2590.22804419138,2794.93943144029,686.484127311981,4986.43087195591,0,0,0,0,52,4.10000000000036,53227.8598312941,152010.399104545,11.57,1.14,57.7,13.4900729922807,-5.43516506633003,46.2,57.7,30.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"219",94973,2264.56771590388,2963.82955838617,3100,1150.592999371,3100,0,0,3,0,1429,358.7,67386,112215,3.98,0,91.3,0.3,2,5.8,48.3,50.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"220",95002,1694.21861579141,2065.80876196495,2965.85752792474,1805.5579066267,2143.09175121086,0,0,0,1,2077,145.5,83125,94243,11.97,2.31,37.8,2.1,17.4,61.2,51,35.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"221",95003,1365,1775,2800,817.878540631983,2497,7,15,19,1,23974,656.6,82612,102882,35.15,1.37,86.9,0.8,3.5,11.8,48.4,46.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"222",95004,2061.06529097253,3309.70312040978,4048.57266568912,1308.92440150018,2800.15665164742,1,0,0,0,3918,215.6,74890,110439,18.15,0.02,73.4,0.7,2,35.6,50.1,43.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"223",95005,1300,1409.25356139888,1665.90075933547,529.005689257935,1200,4,0,1,2,6311,517.3,78438,95589,11.94,0.26,91,0.6,1.1,8.2,50.7,43.7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"224",95006,1623.39258203424,1800,3700,1114.38655533451,2550,0,3,7,0,8979,167.8,82462,98807,53.49,0,90.6,0.9,1.5,7.7,51.9,46,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"225",95007,2337.92447745222,2467.40631239375,4233.80841671497,1325.84199040716,2918.59355197065,0,0,0,1,676,1181.2,143447,148484,0.57,0,88.5,0.2,0.6,12.3,51.8,40.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"226",95008,1825,2312,3347,1750,2099,77,78,30,11,45260,6981.9,83306,105661,6.39,0.09,66.2,3,17,18.1,49.1,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"227",95010,1850,2175,3000,1195,2187,7,23,11,3,9137,5565.3,53220,79884,1.37,0.27,81.5,1.2,4.1,18.8,47.3,42.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"228",95013,3667.26779072681,2313.71804987402,2554.78334117808,2465.93985009782,2637.26721063785,0,0,0,0,80,52.3999999999996,31695.7804034085,159597.63743109,1.53,0,37.5,12.7991020884342,5,60,57.5,38.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"229",95014,2633,3295,3850,1888,3213,119,281,75,9,60717,2243.7,125168,147786,26.93,0.13,31.5,0.7,63,3.8,49.4,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"230",95017,2104.18265288061,1911.51758003583,2574.98355900789,1563.88792319325,2301.41393481996,0,0,0,0,833.999999999996,15.8000000000002,57500,78252,50,2.68,77.5,1.4,2.2,27.3,55,43.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"231",95018,1300,2664.73108829354,2973.54671823761,675.623177300173,2000,3,2,2,1,7778,413.8,74091,90310,18.8,0,91,0.7,1.5,7.8,50.2,43.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"232",95019,1594.69483856623,2000,1793.55821174818,1000,1600,1,4,1,3,7727,6364.1,40139,49861,1.21,0,43.9,0.9,2.8,83.2,49.7,28.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"233",95020,1700,1995,2447,1200,1995,18,21,14,4,57349,365.7,80734,97387,155.94,0.89,59.8,1.8,6.8,56,49.9,33.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"234",95023,1017,1489.48304966224,1772,532.34646309199,1522,4,1,4,1,48841,118.2,64284,78960,412.35,0.75,63,0.9,2.6,58.7,50,33.4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"235",95030,2450,3550,6500,1895,2895,18,15,15,7,12791,1224.9,150355,217509,10.44,0,86,0.5,9.1,5,48.4,48.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"236",95032,2200,2800,3750,2536,2800,19,62,19,3,25089,1565.7,122512,154043,15.89,0.14,79.6,0.9,12.3,7.7,48.3,43.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"237",95033,1700,2000,3650,983.43586463071,2000,5,3,5,0,9372,101.4,120795,153747,91.68,0.74,90,0.4,3.7,7.2,51.7,46.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"238",95035,2355,2687,3172,2155,2555,84,86,64,7,66943,2872.7,99527,113492,23.24,0.0599999999999999,20.7,2.9,62.1,16.8,51.1,36.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"239",95037,1600,1875,2500,1258.94520534184,1967,9,6,9,2,45579,185.5,93604,122241,243.32,2.44,66.2,1.8,10,33.4,49.8,38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"240",95039,2374.91975748936,3309.33340244337,3594.85580546288,1766.54229954799,3334.46893681471,0,0,0,0,1377,82.5,46944,56976,14.74,1.94,57.7,1.7,2,63.8,51.4,35.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"241",95045,1389.58387818584,1582.63428291912,3263.93486997824,562.711654515486,1725,0,2,2,0,4046,85.3000000000002,58625,81329,47.41,0.03,62.2,1,3.5,45.2,49.6,40.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"242",95046,2203.78577363453,2795.82729278561,3974.77476009042,1613.34769909392,2689.4293381431,0,1,0,0,6417,328.7,83844,118582,19.48,0.04,62.1,0.5,6.8,44.9,50.8,38.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"243",95050,1790,2204,2750,1420,2204,51,115,33,4,35923,6807.6,65371,84184,5.28,0,55,3.3,23.5,25.8,50.3,33.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"244",95051,2185,2695,3282,1550,2500,112,105,44,5,54327,8159.4,100375,114394,6.66,0,44.6,2.2,39.9,17.8,50.2,35.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"245",95053,2882.41483040557,2990.57360668931,3571.99121815262,1928.67949991483,2567.29373028028,0,0,0,0,2206,12925.5,52318.0779801612,151489.114814058,0.170000000000005,0,63.6,3.8,17.7,18.5,46.6,19.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"246",95054,2673,3244,3864,2101.36900264057,3025,41,46,26,0,23364,3730.1,115068,127989,6.26,0,27.9,3,56.7,13.5,51.7,32.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"247",95060,1550,2497,3325,1300,2350,42,54,34,16,46377,652.1,64232,90369,67.83,3.3,77.2,1.8,5.9,18.6,51.3,34.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"248",95062,1600,2165,3500,1100,2165,21,40,21,7,36079,5709.7,60446,77252,5.05,1.27,78.4,1.3,3.7,22,49.4,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"249",95064,1971.0659133949,2539.91441817328,2248.24427187745,1807.98435832301,2108.91286617782,0,0,0,0,7331,3908.5,51678,63647,1.88,0,57.4,1.9,21.5,21.4,46.5,19.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"250",95065,1470,2092.90803977203,3700,729.232304271558,1700,4,2,3,0,8113,725.1,80269,113113,11.19,0,81.5,1.1,3.3,18.9,49,42.9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"251",95066,1834.08767369128,2200,2850,1840.39613083894,2450,1,6,5,1,14749,778.2,111542,123312,18.95,0,87,0.8,4.6,9.4,49.2,42.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"252",95070,1975,2900,4200,1854.26223149495,3450,5,7,17,2,30617,1199.8,156762,203896,25.49,0.02,54.3,0.3,40.9,3.5,48.9,47.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"253",95073,1550,2000,2908.49738596792,1025,1600,6,4,2,4,10154,478.9,68955,104066,21.2,0,84.5,0.7,2.8,15,49.1,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"254",95075,1649.06177628117,2032.95835661542,2631.57584740294,956.74749186118,2036.34680741896,0,0,0,0,330.999999999996,3.60000000000036,62500,102053,93.01,0.15,82.8,0.3,0.6,28.4,53.5,43.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"255",95076,1375,1950,2400,1000,1950,9,12,12,5,82474,592.5,56620,71101,136.6,2.61,51.2,0.7,3.2,70.5,50.6,31.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"256",95110,2258,2755,3209,2495,2495,57,36,8,11,18730,4013.7,63125,79215,4.67,0,46.4,3.7,10.1,63.1,57.3,31.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"257",95111,1325,1900,2600,1184,1295,7,7,12,23,58466,10825.8,56400,69781,5.39,0.01,30.5,3.6,33.8,51.2,50.5,31.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"258",95112,1795,2550,2800,1450,2287,91,89,31,31,55927,7885.1,48070,69909,7.09,0,44,4.4,23.5,44.5,53.8,30.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"259",95113,2528,3888,4218.58865736615,2000,2850,23,13,2,3,893,2618,19737,51372,0.340000000000003,0,43.1,15,32.6,13.3,53.1,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"260",95116,1550,2167,2780,1482.15558648637,1950,20,22,9,1,51496,14382.4,48838,60100,3.58,0,33.8,2.5,23.9,65.4,51.1,30.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"261",95117,1795,2195,3095,1450,2095,41,69,21,3,30067,11692.8,64285,84424,2.57,0,49.8,5.3,20.4,34.8,50.6,33.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"262",95118,1825,2000,2995,1560,1955,16,23,11,4,31932,7703.5,86471,102110,4.15,0,67.7,2.1,12.9,26.4,49.1,37.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"263",95119,1302.63966020273,2295,3000,919.982281058759,2295,0,15,5,1,9970,3520.2,110974,118519,2.83,0,58.9,3.6,18.6,29.7,50.4,36.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"264",95120,1900,2515.43083606793,3375,1360.02899262403,2950,5,2,10,1,37457,925.5,148801,171065,39.76,0.72,63.3,0.8,29.6,6.9,49.7,44.4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"265",95121,1706.91853630015,2161,2875,1285.48002278421,2495,1,6,10,0,37469,8454,82568,100290,4.43,0,22.8,3.2,52.3,32.5,49.9,35.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"266",95122,1762,2187,2420,1320.23750818034,2200,6,10,10,1,56545,11856.7,56581,67116,4.77,0,28.5,2.4,30,62.7,51.4,30.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"267",95123,1992,2275,2985,1613.99298798186,2330,43,127,51,0,62228,7478.1,85494,100041,8.32,0,55.9,4.2,18.8,30.2,49.2,35.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"268",95124,1795,2300,3250,1495,2362,21,24,32,5,47082,7166.5,104514,120841,6.57,0,72,1.6,13.8,17.3,49.6,39.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"269",95125,1722,2495,3300,1387,2235,62,76,21,4,51939,6488.5,95316,130583,8,0,69.1,3.1,11.5,25.2,48.4,39.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"270",95126,2345,2833,3700,1495,2522,91,109,33,11,31049,9458.8,69407,94710,3.28,0,54.5,5.4,14,38.3,50.7,33.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"271",95127,1550,2000,2750,1300,2100,7,23,16,4,61325,4713.1,69365,86953,13.01,0,40.6,2.3,20.8,59.1,51.1,32.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"272",95128,1850,2270,3300,1525,2075,56,62,15,10,34836,8922.8,65805,91481,3.9,0,57.4,4.3,13.9,37.2,49.9,35.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"273",95129,2200,2650,3747,1580,2304,50,49,28,28,38720,8581.5,102701,123721,4.51,0,34.1,1.4,57.7,7.3,49.2,39.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"274",95130,1625,2299,3350,1284.39742616798,2299,9,11,11,1,13911,8929.9,98819,111725,1.56,0,57.5,3.4,25,18.3,49.9,38.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"275",95131,2223,2500,2997,2287.6044661847,2770,7,43,22,0,28565,4913.1,102954,118843,5.81,0,16.4,2.7,70.4,13.6,50.2,35.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"276",95132,2073,2333,2780,2090.03509742682,2333,27,14,13,1,40299,760.4,93896,105020,50.97,2.03,24.3,2.5,60.6,17,50,38.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"277",95133,1995,2487,3000,1930.95532168576,2600,8,12,9,0,25401,7982.3,67444,86580,3.18,0,19.6,2.5,60.8,24.5,49.3,36.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"278",95134,2575,3010,3765,2235,2760,355,397,54,61,15268,1562.2,104814,119323,9.48,0.29,33.7,4.2,50.8,14,52,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"279",95135,2256.42215103268,2800,3770,1269.52264226393,3690,2,3,12,0,20120,657.7,113806,134791,30.59,0,36.8,2.1,52.6,11.3,47.9,43.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"280",95136,2145,2506,3040,1745,2416,55,44,33,3,42989,9072.2,87564,104888,4.73,0,47.3,5,27.7,28.2,49,34.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"281",95138,2159.83584122352,2525,2899,2452.52320017505,2847,2,3,9,0,18889,724.6,144912,191938,26.07,0,37.4,3.1,46.8,17.1,48.8,36.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"282",95139,1977.52694213244,2329.4587394359,3023.18842155182,1641.30669249689,2172.61883189,0,0,0,0,6748,5482.1,95000,113708,1.23,0,60.6,3.9,15.7,28.2,50.3,37.4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"283",95140,1713.44275683312,2349.63808781917,2318.78102943455,1284.27803948613,2218.93602869102,0,0,0,0,191,1.5,162167,148348,123.73,0.0799999999999998,84.8,1.1,3.7,4.7,57.6,47.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"284",95148,1952,2619,3134,2012.26709036537,2619,6,6,10,0,45528,4782.4,105577,121847,9.42,0.1,21.3,3.2,57.2,26.4,50,36.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"285",95206,607.067508880094,414.688721426631,-146.341509216201,1327.79516206282,530.393726691317,0,0,0,0,65004,425.6,43454,54231,144.92,7.8,23.8,14.7,18.9,56.5,49.9,27.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"286",95219,1075.0540955994,1177,1838.95204114019,1003.52093480906,1157,1,6,0,0,27884,431.5,75992,99636,56.86,7.76,54.1,9.4,20.7,23.5,48.1,36,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"287",95234,1714.29582468054,3294.13069586924,1758.83520955876,-370.573806543451,4865.41214017981,0,0,0,0,70.0000000000036,2,5991.45893405247,34466.563316986,33.59,2.12,44.3,1.4,-6.37784561282642,90,57.1,25.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"288",95304,1793.42826479319,1932.62422217718,2047.82818042582,1425.6240540136,2087.71871207527,0,0,1,0,15706,96.3999999999996,78904,102837,159.44,3.49,65.7,10,7.4,29,62.4,37.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"289",95322,1770.21683457575,2448.10898814499,1975.202861471,1642.97979903899,2547.81953827013,0,0,0,0,8942,49.3000000000002,43187,55855,174.18,7.26,68.7,1.2,1.7,53.9,51.3,33.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"290",95360,831.91060024738,1090.47593816385,656.8826969326,1135.53822551857,1455.64617114124,0,1,0,0,11712,34.8000000000002,44252,53896,334.72,1.68,67.1,2.1,1.7,61.1,49.8,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"291",95363,2004.13244908098,2226.54877130851,2608.24501119057,2007.48201369587,2341.5390136598,0,0,0,0,25237,213.300000000001,56485,70924,118.04,0.3,51.5,5.7,4.7,58.3,50.8,29.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"292",95376,1365,1372,1600,1163.88432487932,1425,4,10,7,0,49859,6530.1,63446,78960,7.64,0,56.3,6.7,8.7,42.7,49.7,32.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"293",95377,1376.49282667023,1464.24161124333,1925,662.112284706379,1859,1,2,4,0,30902,285.9,96548,106521,108.05,0.03,47.3,7.6,23.7,28.8,49.6,32.3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"294",95387,2808.93804908322,3547.00912717472,2940.41485713481,2125.23778447897,3141.16648358204,0,0,0,0,636,5.5,44647,51208,115.89,0.03,47,0.5,3.3,77.8,52,29.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"295",95391,1460.52459509479,1455.68709727698,1987,800,1872,0,1,4,3,9959,412,105357,110042,23.75,0.42,36.8,9.1,38.5,17.6,49.7,31.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"296",95401,1339,2085,2250,1000,1750,32,37,20,5,36981,1791.7,54840,66881,20.62,0.02,67.1,2.3,4.3,35.9,49.7,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"297",95403,1634,1739,2395,2250,1662,108,66,22,4,45164,2046.6,58960,78963,22.01,0.0599999999999999,70.9,2.7,5.6,28.2,49.8,36.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"298",95404,1325,1800,2397,937,1495,35,30,14,8,39761,497,66049,91225,79.97,0.02,78.2,1.9,4.1,21.6,48.5,40.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"299",95405,1699,1898,2350,1516.24657247598,1712,53,55,10,2,21399,3907.5,69018,88264,5.48,0,84,1.4,3.3,13.1,47,42.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"300",95407,1150,1560,1900,1014.60367501044,1555,19,17,7,1,39352,1734.6,54781,67399,22.68,0,53.6,3,6.3,51.6,51.5,30.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"301",95409,1365,1949,2500,1369.93352186846,1915,17,38,16,2,27187,703.7,65757,83484,38.37,0.26,84.6,1.6,4.1,11.9,46.4,49.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"302",95412,2513.96656913565,1439.41980178475,1589.26876657588,2216.3269808996,1663.4297301526,0,0,0,0,401,4.69999999999982,43125,50531,85.68,0,66.8,11.4714204102883,0.5,26.7,51.9,44.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"303",95421,1950,2942.00570329639,2266.33405895808,968.500487157597,2225,3,0,1,0,1592,7.30000000000018,63125,79646,216.63,0.31,87.9,0.2,2.5,9.4,52.8,51.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"304",95425,950,1500,1935,1039.62999180644,1650,3,4,6,0,10841,51.1999999999998,57155,73673,205.71,5.9,76.8,0.5,1.1,29.9,50.3,41.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"305",95426,1724.44732812392,2472.51460348598,3319.75930421544,1790.10641064322,2213.47291237935,0,1,1,0,2147,105.8,60968,69185,20.28,0.01,91.2,0.7,0.699999999999999,6.3,51.2,50.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"306",95430,1759.59111710784,1791.33904998914,2469.07100571268,-86.9253240086277,3946.2965798346,0,0,0,0,44,185.2,7231.66347283013,123176.071139813,0.239999999999998,0,81.8,10.0829175567738,-9.3158179233093,18.2,40.9,58,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"307",95436,1426.44842512078,1595,1992.61974116368,702.794164929759,1590,2,4,2,1,5418,232.400000000001,50654,63354,22.98,0.33,88.6,0.8,1.4,11.7,51.1,47.4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"308",95439,1293.62836526448,1958.32137374658,2485.00446444141,1166.10506228906,1816.19284205661,0,0,1,0,675,246.5,48750,76061,2.74,0,72.3,0.4,1.6,28,50.2,42.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"309",95441,2302.76282612585,3260.43244320122,3746.2347287113,1964.13462367152,3076.40721678437,0,0,0,0,2014,19.3999999999996,61652,88288,101.91,1.82,74.3,0.4,0.9,38.1,54.6,42.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"310",95442,1246.78230768307,1820.1527735476,2592.41868982725,388.519789180755,1400,2,1,0,0,3178,129.9,56170,103011,24.41,0.0599999999999999,86.6,0.6,2.2,14.9,49.8,49.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"311",95444,1256.8379702996,1630.75261588215,2277.28821582154,1147.83413102977,1876.98687070937,0,1,0,0,748,2764.1,71747,87560,0.269999999999996,0,76.2,0.0999999999999996,2,27.8,47.5,43.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"312",95445,1152.7193686138,1173.33177246681,2037.76113432427,741.748416827645,1338.08686327346,0,0,0,0,2093,23.6999999999998,37500,54560,85.54,2.84,84.4,0.3,1,19.2,50.1,51.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"313",95446,1075,1450,1900,1113.30012975915,1195,10,5,3,2,4750,143.6,41267,59155,32.92,0.17,87.7,0.7,1,11.3,54.5,49.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"314",95448,1500,1750,2600,1281.57880945293,1850,7,13,11,1,16852,89.1000000000004,64004,91080,188.5,0.56,77.2,0.6,1.3,29.1,50.2,43.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"315",95449,1624.65020829421,1907.38250173726,2811.37107284095,872.597985366492,1789.27625052443,0,0,0,0,1507,11.5,29125,50178,130.59,0.37,67.5,0.5,0.9,30.9,54.5,39.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"316",95450,2272.95521979357,3257.12199362123,3528.21484575946,1927.99871340101,2710.77051495166,1,0,0,0,386.999999999996,14,50500,76441,27.45,0.27,92.8,0.8,1,7.8,54,55.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"317",95451,865.807340801276,900,1525,90.9650777280942,1400,0,3,8,0,11213,110.4,44644,58020,96.18,5.4,79.8,1,1,21.9,50,44.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"318",95452,1536.02046155481,2091.99449095803,3960.12953546419,153.322553776632,2100,1,2,1,0,1393,96.8999999999996,63180,144757,14.37,0,91.4,0.4,1.9,7,49.6,54.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"319",95457,1812.02161506778,2641.20923194489,2628.54504659382,1379.28224373356,2561.68372983734,1,0,1,0,2893,19,45862,60408,148.41,4.22,84.4,2.2,0.699999999999999,13.2,52.1,49,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"320",95461,1190.83619448713,1949.09737188269,2089.85046836007,860.015944501039,1446.92733632064,0,1,0,0,3413,27.1000000000004,52917,68471,125.22,0.71,83,0.6,1,16.9,52,45.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"321",95462,990,1044.27069293721,1400.91539235272,249.490578082187,1000,4,1,1,0,1417,231.099999999999,36900,49616,5.87,0.26,90.3,0.7,1.1,6.8,53.1,51.6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
